25ph,60conduc,dvconduc,25ox,dvox,reindex,label
4.38,29.08,22.35,11.97,13.19,1.4741,peanutoil
5.2,34.52,21.88,11.81,18.92,1.4752,peanutoil
5.27,34.36,22.64,14.28,19.08,1.4741,peanutoil
4.52,32.21,20.92,9.51,18.11,1.4743,peanutoil
5.41,33.48,20.15,15.24,16.35,1.4743,peanutoil
4.65,35.46,20.68,11.35,17.99,1.4746,peanutoil
4.78,32.11,20.16,12.74,19.52,1.4748,peanutoil
4.71,32.37,20.15,11.32,15.76,1.4756,peanutoil
4.44,33.91,21.51,12.87,19.64,1.474,peanutoil
4.78,33.08,22.69,10.88,16.75,1.475,peanutoil
4.56,33.74,19.35,11.48,18.91,1.4744,peanutoil
4.49,36.0,19.76,12.87,15.35,1.4737,peanutoil
5.25,33.17,20.41,11.72,16.19,1.4749,peanutoil
5.1,29.94,21.32,13.8,19.12,1.4754,peanutoil
4.65,35.27,21.31,11.96,18.43,1.4753,peanutoil
4.4,32.76,18.89,13.12,13.63,1.4757,peanutoil
5.44,38.57,16.19,11.18,11.47,1.4739,oliveoil
5.18,35.37,15.09,12.4,8.51,1.4759,oliveoil
5.11,36.82,14.44,12.99,11.04,1.4753,oliveoil
5.21,41.45,14.36,10.66,9.51,1.4751,oliveoil
5.46,34.46,15.33,11.45,12.08,1.4746,oliveoil
5.92,37.24,15.47,12.12,11.09,1.4745,oliveoil
5.4,40.91,15.26,11.0,11.83,1.4753,oliveoil
5.49,39.83,15.45,11.31,12.39,1.4744,oliveoil
5.81,38.34,15.05,10.92,10.47,1.4755,oliveoil
5.4,36.63,16.22,11.13,11.06,1.4744,oliveoil
5.02,35.77,15.4,10.61,9.28,1.4743,oliveoil
5.78,32.76,14.44,12.19,10.17,1.4748,oliveoil
5.44,39.01,16.71,13.18,8.82,1.4742,oliveoil
5.66,34.87,15.53,12.77,11.95,1.4759,oliveoil
5.31,39.67,15.58,11.81,9.71,1.4748,oliveoil
5.79,34.75,15.81,12.16,11.5,1.4741,oliveoil
5.73,38.32,15.57,11.3,9.06,1.4756,oliveoil
5.09,33.93,15.94,11.54,10.0,1.4756,oliveoil
5.16,34.44,15.58,13.18,8.92,1.476,oliveoil
5.14,36.84,15.23,10.11,9.82,1.4761,oliveoil
5.51,38.66,15.81,11.49,10.54,1.4758,oliveoil
5.26,36.54,16.85,11.93,11.43,1.4748,oliveoil
5.48,37.18,15.88,12.8,11.05,1.476,oliveoil
5.85,31.62,17.71,11.31,8.21,1.4759,oliveoil
5.73,38.57,15.48,11.6,11.41,1.4742,oliveoil
5.28,40.06,14.4,12.66,8.53,1.4753,oliveoil
5.58,36.67,15.23,11.67,9.94,1.4746,oliveoil
5.47,36.01,15.66,11.18,10.73,1.4755,oliveoil
5.24,32.79,14.48,11.57,10.94,1.4762,oliveoil
4.88,35.48,15.82,13.08,13.13,1.4753,oliveoil
5.53,35.52,16.34,10.52,10.92,1.4751,oliveoil
5.76,35.68,14.5,10.72,11.46,1.4756,oliveoil
5.32,39.61,16.0,11.88,11.11,1.4747,oliveoil
5.44,34.74,17.61,13.2,11.68,1.4743,oliveoil
5.84,35.12,15.57,10.46,10.38,1.4747,oliveoil
5.63,40.22,15.08,12.45,12.21,1.4744,oliveoil
5.55,35.43,15.14,12.29,12.01,1.4755,oliveoil
5.86,34.6,14.26,12.08,9.6,1.474,oliveoil
5.77,39.04,16.94,12.7,10.86,1.4754,oliveoil
5.67,35.36,15.77,12.47,9.26,1.4751,oliveoil
5.82,37.14,16.53,10.81,12.34,1.4741,oliveoil
5.05,36.44,15.77,12.22,12.14,1.4743,oliveoil
4.95,36.6,14.36,11.14,11.81,1.476,oliveoil
5.73,37.26,14.48,10.7,12.71,1.475,oliveoil
5.03,37.53,16.63,11.9,9.52,1.4746,oliveoil
5.84,38.88,15.52,11.5,9.3,1.4753,oliveoil
5.94,40.56,16.53,11.86,10.65,1.4738,oliveoil
5.37,37.22,16.54,10.14,10.11,1.4749,oliveoil
5.86,36.22,16.82,10.8,11.84,1.4743,oliveoil
5.55,33.14,16.46,12.53,9.49,1.4739,oliveoil
4.85,36.2,15.29,11.13,11.71,1.4754,oliveoil
5.89,32.76,15.01,10.57,12.05,1.4755,oliveoil
4.94,34.81,14.96,12.33,9.85,1.4755,oliveoil
5.41,35.8,15.29,11.95,11.85,1.475,oliveoil
5.63,39.23,14.61,10.32,9.47,1.474,oliveoil
5.47,37.28,14.6,11.06,10.07,1.4745,oliveoil
5.36,36.69,16.59,10.66,9.66,1.4746,oliveoil
5.8,37.41,14.88,11.56,9.94,1.4746,oliveoil
5.81,34.64,16.45,11.32,11.27,1.4747,oliveoil
5.19,39.09,16.0,11.78,11.79,1.474,oliveoil
5.15,38.92,16.57,10.87,11.06,1.4756,oliveoil
5.81,39.21,16.13,13.19,12.38,1.4742,oliveoil
5.45,40.36,17.37,10.93,9.76,1.4753,oliveoil
5.23,39.78,15.85,9.94,9.21,1.4749,oliveoil
4.87,37.0,16.79,12.76,12.38,1.476,oliveoil
5.42,34.05,15.53,10.97,11.43,1.4745,oliveoil
5.37,38.44,16.93,10.27,11.4,1.4743,oliveoil
5.26,37.86,14.34,10.33,9.6,1.4758,oliveoil
5.88,35.97,16.0,13.2,10.19,1.4759,oliveoil
5.05,37.42,15.44,10.9,11.04,1.4738,oliveoil
5.49,40.93,16.84,11.53,11.29,1.4761,oliveoil
5.58,36.87,15.43,12.93,9.37,1.475,oliveoil
5.64,37.47,15.51,11.25,10.78,1.474,oliveoil
5.17,34.64,15.97,12.07,10.44,1.4755,oliveoil
5.22,37.0,14.46,11.63,11.47,1.4761,oliveoil
5.59,37.39,16.12,11.33,9.29,1.4756,oliveoil
5.03,37.72,16.43,11.77,9.39,1.4746,oliveoil
5.23,35.6,17.09,11.67,10.9,1.4743,oliveoil
5.28,36.31,16.63,10.24,10.93,1.4754,oliveoil
5.43,40.13,14.87,10.45,9.73,1.4754,oliveoil
5.53,38.46,15.03,11.4,11.15,1.475,oliveoil
5.36,39.16,15.63,12.64,11.39,1.4744,oliveoil
4.87,35.33,15.81,12.02,10.45,1.4754,oliveoil
5.71,37.95,16.77,12.05,9.24,1.4763,oliveoil
5.31,33.88,15.63,11.04,11.87,1.4744,oliveoil
5.39,32.24,15.07,10.34,9.83,1.4758,oliveoil
5.74,36.68,14.95,10.83,10.61,1.4755,oliveoil
5.92,35.65,17.09,12.89,11.69,1.4748,oliveoil
5.83,37.45,16.26,13.32,12.31,1.4752,oliveoil
5.85,36.57,15.85,10.54,8.7,1.4745,oliveoil
5.89,39.25,16.49,11.66,11.71,1.4744,oliveoil
5.79,37.6,17.29,12.22,11.83,1.4753,oliveoil
5.54,36.38,17.11,12.35,9.99,1.4749,oliveoil
5.49,40.14,16.22,11.49,11.83,1.4752,oliveoil
5.93,38.78,16.44,12.29,9.19,1.4755,oliveoil
5.08,39.74,14.78,11.03,8.83,1.4755,oliveoil
5.27,37.2,16.37,10.56,12.37,1.4754,oliveoil
5.46,38.13,14.19,10.92,10.09,1.4761,oliveoil
4.84,37.88,15.45,11.81,10.53,1.4752,oliveoil
5.34,38.72,16.47,11.14,10.0,1.4753,oliveoil
5.83,33.71,16.23,12.56,12.11,1.4746,oliveoil
5.43,37.32,16.81,12.0,12.25,1.4749,oliveoil
5.11,37.37,15.35,12.16,12.43,1.4755,oliveoil
5.02,37.56,15.64,11.16,11.91,1.4744,oliveoil
5.32,35.72,16.75,12.11,12.49,1.4743,oliveoil
5.61,35.88,15.5,11.97,10.21,1.4744,oliveoil
5.43,34.01,14.5,11.41,9.14,1.4746,oliveoil
5.85,37.07,16.37,11.64,11.79,1.4751,oliveoil
5.25,38.2,15.48,11.53,11.41,1.475,oliveoil
5.86,40.64,17.59,12.9,10.9,1.4741,oliveoil
5.68,32.8,16.22,12.24,9.57,1.4742,oliveoil
5.81,37.3,14.49,11.9,10.73,1.4751,oliveoil
5.98,36.98,15.44,11.75,11.46,1.475,oliveoil
5.68,34.12,16.9,11.49,9.21,1.4761,oliveoil
5.15,36.4,15.6,10.27,10.19,1.4759,oliveoil
5.83,34.02,16.68,11.51,11.26,1.4753,oliveoil
5.03,35.91,15.92,11.96,11.01,1.4755,oliveoil
5.41,36.37,14.57,11.22,10.39,1.475,oliveoil
5.25,35.78,15.13,10.9,10.5,1.4757,oliveoil
5.68,37.68,16.51,10.64,10.08,1.4757,oliveoil
5.78,36.09,15.82,12.11,11.07,1.475,oliveoil
5.0,40.81,15.29,12.72,9.68,1.4763,oliveoil
5.17,34.0,16.95,11.29,11.19,1.4757,oliveoil
5.75,36.05,15.7,11.77,9.62,1.4756,oliveoil
5.4,39.49,17.45,12.03,10.67,1.4751,oliveoil
5.91,39.37,15.9,10.44,9.42,1.4757,oliveoil
5.78,37.42,15.02,11.57,12.91,1.4753,oliveoil
5.4,39.5,15.47,13.2,9.92,1.475,oliveoil
5.6,35.76,16.86,10.47,9.27,1.4758,oliveoil
5.54,38.71,15.68,12.36,11.38,1.4743,oliveoil
5.09,38.77,15.82,11.52,11.93,1.4757,oliveoil
5.46,32.55,16.27,11.89,9.32,1.4746,oliveoil
5.56,35.82,16.3,10.34,11.69,1.4742,oliveoil
5.11,38.62,16.91,11.01,9.55,1.4747,oliveoil
5.77,35.9,15.6,10.4,10.87,1.4759,oliveoil
5.8,33.82,16.76,11.93,8.19,1.4741,oliveoil
5.68,35.12,14.6,10.45,10.53,1.4741,oliveoil
5.47,34.03,16.37,11.39,11.41,1.4744,oliveoil
5.68,39.71,16.42,11.25,11.66,1.4756,oliveoil
5.47,33.29,15.81,12.14,9.11,1.4752,oliveoil
5.43,39.94,16.4,10.48,8.33,1.4738,oliveoil
5.63,33.97,16.75,10.62,9.5,1.4749,oliveoil
5.8,37.57,17.49,12.16,9.01,1.4753,oliveoil
5.09,33.47,14.84,11.04,12.85,1.4754,oliveoil
5.82,33.51,16.75,12.92,9.08,1.4758,oliveoil
5.51,34.78,14.9,12.38,9.27,1.4742,oliveoil
5.71,37.43,16.18,11.5,9.97,1.4752,oliveoil
5.4,33.82,16.71,12.57,10.39,1.4756,oliveoil
5.87,35.44,17.06,12.3,9.47,1.4745,oliveoil
5.24,37.63,14.72,11.18,10.37,1.4754,oliveoil
5.6,34.29,15.77,13.14,9.74,1.4749,oliveoil
5.22,35.85,17.11,11.86,11.99,1.4758,oliveoil
5.47,34.63,16.71,12.39,10.53,1.4748,oliveoil
5.64,37.02,17.25,12.05,9.77,1.474,oliveoil
5.85,37.13,16.43,11.79,11.39,1.4759,oliveoil
5.83,34.35,15.65,10.66,11.51,1.4751,oliveoil
5.66,34.21,16.5,11.73,10.9,1.4742,oliveoil
5.75,40.62,15.46,11.41,10.56,1.4744,oliveoil
5.64,35.75,15.74,10.82,11.28,1.476,oliveoil
5.52,33.71,14.48,11.69,10.44,1.4755,oliveoil
5.25,35.75,15.61,12.65,11.53,1.4753,oliveoil
5.44,34.17,16.42,11.34,10.03,1.4754,oliveoil
5.81,37.41,15.07,12.83,8.66,1.476,oliveoil
5.2,34.52,15.78,11.18,10.99,1.4754,oliveoil
5.9,35.39,14.13,12.2,11.69,1.4741,oliveoil
5.45,38.86,14.81,11.22,10.64,1.4741,oliveoil
4.88,36.68,14.96,11.58,9.41,1.4752,oliveoil
5.73,35.32,15.11,10.12,10.92,1.4759,oliveoil
5.9,36.42,14.68,12.86,8.86,1.4743,oliveoil
5.78,36.57,15.36,11.79,11.88,1.476,oliveoil
5.31,32.74,15.02,11.52,12.47,1.4761,oliveoil
5.2,37.76,16.58,12.25,11.72,1.4742,oliveoil
5.34,39.06,14.97,12.89,10.83,1.4748,oliveoil
5.03,35.26,16.15,11.57,11.45,1.4761,oliveoil
5.25,35.05,17.34,10.76,11.33,1.4759,oliveoil
5.9,36.36,15.56,11.86,10.25,1.4755,oliveoil
5.1,39.88,15.41,11.59,11.99,1.4748,oliveoil
4.97,31.79,15.62,10.28,12.29,1.4748,oliveoil
5.49,39.49,16.38,12.39,12.08,1.4756,oliveoil
5.4,35.53,16.46,11.98,11.99,1.4744,oliveoil
5.87,39.94,15.21,11.45,10.17,1.4755,oliveoil
5.88,39.26,16.44,12.55,10.49,1.4752,oliveoil
5.02,34.09,16.0,10.96,12.44,1.4752,oliveoil
5.09,38.5,15.76,11.08,10.2,1.4748,oliveoil
5.46,39.61,15.86,11.88,12.79,1.4744,oliveoil
5.33,34.69,14.85,11.45,12.01,1.4752,oliveoil
5.26,38.81,15.86,12.13,12.6,1.4763,oliveoil
5.76,37.35,14.4,12.23,10.23,1.4739,oliveoil
5.43,37.14,16.9,11.71,11.4,1.4756,oliveoil
5.58,35.0,15.65,10.4,12.24,1.4757,oliveoil
5.47,36.02,16.92,10.84,10.73,1.4753,oliveoil
5.82,37.91,15.57,10.96,11.14,1.4743,oliveoil
5.46,36.99,14.19,12.44,13.24,1.4742,oliveoil
5.57,38.24,17.62,11.25,8.86,1.4754,oliveoil
5.48,36.92,15.09,11.94,9.85,1.4742,oliveoil
4.98,35.94,14.48,11.63,9.96,1.4743,oliveoil
5.51,33.91,14.99,11.17,10.21,1.4758,oliveoil
5.24,38.33,16.76,11.25,10.0,1.4744,oliveoil
5.57,35.69,16.81,10.47,9.9,1.4759,oliveoil
5.19,40.6,15.62,12.12,11.11,1.4757,oliveoil
4.88,34.26,16.05,11.52,10.2,1.4755,oliveoil
6.0,36.31,16.81,11.05,10.62,1.4741,oliveoil
5.45,36.03,16.73,10.58,10.36,1.4741,oliveoil
5.4,39.84,15.66,11.92,11.72,1.4754,oliveoil
5.1,39.78,14.94,12.25,10.5,1.4754,oliveoil
4.98,34.93,16.85,12.97,8.93,1.4752,oliveoil
5.44,32.5,15.29,11.95,10.65,1.4743,oliveoil
5.83,35.7,14.52,11.82,10.09,1.4751,oliveoil
4.88,33.37,16.75,12.11,10.05,1.4745,oliveoil
5.66,39.66,16.29,13.47,11.05,1.4757,oliveoil
5.41,34.74,14.9,9.92,8.45,1.475,oliveoil
5.22,35.46,14.49,11.48,12.28,1.4756,oliveoil
5.68,34.16,16.23,10.99,9.14,1.4744,oliveoil
5.64,38.23,15.32,11.68,10.08,1.4761,oliveoil
5.8,36.74,15.73,11.88,10.37,1.4759,oliveoil
5.3,36.19,15.6,12.57,12.78,1.4745,oliveoil
5.79,36.29,15.93,11.88,9.64,1.4739,oliveoil
5.28,37.58,16.23,10.38,11.55,1.4757,oliveoil
5.49,34.35,15.9,11.75,11.49,1.4759,oliveoil
5.63,33.24,16.38,12.08,10.9,1.4762,oliveoil
5.23,37.29,17.2,12.04,9.58,1.4747,oliveoil
5.91,34.79,15.91,13.05,10.83,1.475,oliveoil
5.18,36.65,15.26,12.67,10.84,1.4746,oliveoil
5.92,35.45,16.04,11.99,11.98,1.4762,oliveoil
5.34,32.53,15.82,11.88,10.75,1.4751,oliveoil
5.77,35.18,16.79,11.6,10.13,1.4755,oliveoil
5.03,33.71,16.8,12.05,11.83,1.476,oliveoil
5.79,36.94,16.04,12.04,9.28,1.4751,oliveoil
5.76,32.76,16.68,13.05,9.24,1.4752,oliveoil
5.52,37.28,15.81,11.18,8.65,1.4759,oliveoil
5.29,37.42,17.2,10.46,9.45,1.4751,oliveoil
5.68,35.17,14.68,11.07,12.37,1.4756,oliveoil
5.83,36.69,16.96,9.86,10.45,1.4746,oliveoil
5.44,40.98,15.64,10.78,8.42,1.4745,oliveoil
5.73,36.52,14.32,13.13,11.83,1.4759,oliveoil
5.84,38.57,16.14,11.02,9.8,1.4746,oliveoil
5.7,34.78,15.62,11.37,10.53,1.4748,oliveoil
5.01,40.45,16.04,12.14,11.7,1.4752,oliveoil
5.72,39.6,16.62,12.09,9.12,1.4751,oliveoil
5.7,37.34,15.71,11.99,9.5,1.4759,oliveoil
5.57,35.27,14.9,12.38,11.15,1.4748,oliveoil
5.18,38.88,15.34,12.16,9.77,1.4755,oliveoil
5.21,38.66,15.42,11.89,9.25,1.4758,oliveoil
5.17,32.64,15.45,11.38,10.99,1.475,oliveoil
5.78,36.09,17.45,10.69,12.2,1.4759,oliveoil
5.21,33.29,16.94,11.66,9.78,1.4749,oliveoil
4.97,40.76,16.64,11.3,9.98,1.4748,oliveoil
5.56,37.39,16.27,11.77,8.95,1.4755,oliveoil
6.03,34.39,15.5,11.83,11.74,1.4759,oliveoil
5.27,32.68,16.46,11.49,8.43,1.4754,oliveoil
5.72,39.36,16.35,11.98,9.8,1.4751,oliveoil
5.34,34.13,16.8,11.14,9.34,1.4743,oliveoil
5.39,36.2,16.59,10.83,9.55,1.4753,oliveoil
5.79,40.14,15.76,11.58,9.67,1.4758,oliveoil
5.75,36.74,14.39,10.68,9.96,1.4754,oliveoil
5.8,36.21,15.5,11.09,11.91,1.4756,oliveoil
5.83,37.27,15.76,10.66,9.56,1.4752,oliveoil
5.53,36.01,15.99,11.65,8.54,1.4759,oliveoil
4.9,36.66,17.51,12.29,12.21,1.4755,oliveoil
5.01,38.8,15.33,11.76,10.75,1.4747,oliveoil
5.7,37.81,15.87,12.27,8.49,1.475,oliveoil
5.6,40.14,15.43,12.83,9.26,1.4755,oliveoil
5.75,36.94,15.12,10.76,10.11,1.4763,oliveoil
5.2,40.46,15.23,11.3,10.35,1.4751,oliveoil
5.56,38.09,15.5,11.11,8.16,1.4752,oliveoil
5.28,37.25,15.89,12.75,11.67,1.4752,oliveoil
5.41,34.33,17.27,11.2,11.78,1.4758,oliveoil
5.06,37.52,15.65,12.3,10.54,1.4742,oliveoil
5.68,34.55,14.6,11.33,8.38,1.4747,oliveoil
5.26,33.37,15.09,9.91,11.88,1.4749,oliveoil
5.75,40.21,15.11,11.11,10.3,1.4751,oliveoil
5.37,38.71,16.37,12.08,10.05,1.4741,oliveoil
4.97,33.94,16.02,11.16,9.78,1.4749,oliveoil
5.66,34.96,15.98,13.44,11.01,1.4746,oliveoil
4.88,34.96,14.94,11.24,8.81,1.4752,oliveoil
5.12,37.61,15.23,11.31,9.11,1.4741,oliveoil
5.24,34.65,15.09,10.35,12.47,1.4748,oliveoil
5.88,32.25,15.58,11.81,12.03,1.4757,oliveoil
5.71,36.39,17.11,11.17,12.2,1.4748,oliveoil
5.63,37.96,15.62,13.19,11.98,1.4759,oliveoil
4.96,38.06,16.08,12.17,11.98,1.4752,oliveoil
5.36,33.83,16.57,11.59,10.25,1.4755,oliveoil
5.48,37.52,14.67,10.43,11.25,1.4738,oliveoil
5.75,33.23,16.51,11.13,11.38,1.4748,oliveoil
5.48,39.91,17.02,12.07,11.59,1.4755,oliveoil
5.02,39.02,15.47,11.19,12.16,1.4748,oliveoil
5.39,33.51,16.24,10.92,11.86,1.4749,oliveoil
5.63,36.96,16.91,11.24,11.95,1.4757,oliveoil
5.6,34.54,16.45,11.52,11.51,1.4761,oliveoil
5.05,39.27,16.06,11.21,9.45,1.4739,oliveoil
5.65,36.16,16.97,11.58,9.29,1.4749,oliveoil
5.15,35.0,15.66,11.09,10.95,1.4741,oliveoil
5.99,37.46,17.42,11.48,10.09,1.475,oliveoil
5.27,38.14,14.7,11.15,11.3,1.4757,oliveoil
5.07,38.45,14.87,11.64,11.89,1.476,oliveoil
5.82,34.8,15.16,11.51,9.98,1.4746,oliveoil
5.18,36.25,16.31,10.15,11.67,1.4749,oliveoil
5.34,35.89,14.8,11.31,10.53,1.475,oliveoil
5.93,40.32,14.99,12.08,11.33,1.475,oliveoil
5.18,37.73,16.15,13.13,11.23,1.4758,oliveoil
4.94,33.85,15.06,11.22,9.99,1.4753,oliveoil
5.5,37.99,15.5,11.82,12.5,1.4748,oliveoil
5.89,37.56,17.08,10.82,9.07,1.474,oliveoil
5.02,38.49,16.12,12.33,11.1,1.476,oliveoil
5.59,36.62,16.44,12.2,10.11,1.4758,oliveoil
5.62,40.54,14.64,11.54,11.98,1.4748,oliveoil
5.66,35.25,14.96,12.6,12.56,1.4748,oliveoil
5.68,33.97,15.44,10.79,12.14,1.4748,oliveoil
5.24,35.95,14.95,11.68,10.21,1.4761,oliveoil
5.1,35.6,16.97,11.92,11.98,1.4751,oliveoil
5.63,37.99,15.08,10.86,12.24,1.4748,oliveoil
5.89,40.52,16.36,11.99,9.22,1.4758,oliveoil
5.75,37.08,15.96,11.73,10.2,1.4762,oliveoil
5.27,31.71,15.67,12.7,12.46,1.4757,oliveoil
5.11,37.29,15.64,13.18,11.72,1.4755,oliveoil
5.49,33.63,14.52,12.26,9.41,1.4741,oliveoil
5.43,36.18,15.77,10.77,12.69,1.4757,oliveoil
5.49,36.41,17.26,11.6,8.97,1.4758,oliveoil
5.34,37.87,15.41,11.15,10.28,1.4756,oliveoil
5.16,37.57,14.93,11.03,10.38,1.476,oliveoil
5.27,37.7,16.67,10.62,10.35,1.4755,oliveoil
5.17,34.97,14.51,12.37,11.14,1.4757,oliveoil
5.11,38.31,15.92,11.52,10.21,1.4756,oliveoil
5.29,39.68,15.05,10.3,11.18,1.4753,oliveoil
5.39,35.95,14.44,11.74,8.7,1.4742,oliveoil
5.27,36.92,14.74,10.1,10.34,1.4746,oliveoil
5.18,33.42,16.48,12.27,9.39,1.4739,oliveoil
5.34,33.18,17.3,11.12,11.65,1.4756,oliveoil
5.48,34.05,15.61,10.71,11.17,1.4758,oliveoil
5.4,39.03,16.83,11.71,10.36,1.4751,oliveoil
5.76,39.76,14.85,12.25,9.22,1.4753,oliveoil
5.46,32.9,16.2,12.27,9.2,1.4763,oliveoil
5.49,33.69,15.8,10.28,10.17,1.4752,oliveoil
5.03,35.83,16.45,11.5,12.09,1.4758,oliveoil
5.98,35.86,16.18,12.12,9.23,1.4741,oliveoil
5.73,35.88,15.39,12.44,12.46,1.4758,oliveoil
5.16,37.04,14.73,10.32,11.79,1.4744,oliveoil
5.22,39.79,15.84,12.21,10.58,1.4757,oliveoil
5.32,33.9,16.48,11.71,10.3,1.4753,oliveoil
5.58,37.65,14.98,10.94,10.05,1.4753,oliveoil
5.16,33.68,16.88,11.93,12.0,1.4761,oliveoil
5.45,39.3,16.04,11.78,12.29,1.4745,oliveoil
5.66,39.6,17.14,10.84,8.93,1.4753,oliveoil
5.37,36.99,15.07,11.59,8.16,1.4755,oliveoil
5.98,36.84,17.39,11.39,8.98,1.4743,oliveoil
4.89,34.35,15.75,12.12,9.52,1.4757,oliveoil
5.48,36.21,16.66,11.33,10.32,1.4756,oliveoil
5.58,35.47,15.55,13.2,12.12,1.4741,oliveoil
5.88,36.44,15.32,10.65,11.3,1.4741,oliveoil
4.94,39.46,16.46,10.54,8.61,1.4746,oliveoil
5.48,36.22,15.96,10.81,10.17,1.4749,oliveoil
5.13,40.16,14.59,12.03,9.15,1.4754,oliveoil
5.46,35.74,15.25,11.29,9.89,1.4747,oliveoil
5.33,37.28,15.29,11.73,11.08,1.476,oliveoil
5.22,36.16,16.23,10.75,10.78,1.4743,oliveoil
5.16,37.26,15.79,11.3,9.76,1.4758,oliveoil
5.15,38.44,14.47,11.99,10.13,1.4743,oliveoil
5.12,37.35,16.71,12.21,11.85,1.4754,oliveoil
5.71,32.47,16.95,12.66,12.45,1.475,oliveoil
